open,high,low,close,volume,num_trades,taker_base_vol,taker_quote_vol,month,day,year
101880.7,102307.0,101869.9,102227.3,1946.892,39798.0,1381.717,141150829.4484,12,14,2024
101775.1,101849.0,101737.5,101758.1,698.743,9127.0,215.789,21965521.2857,12,14,2024
103088.5,103142.0,103040.0,103121.7,230.239,5317.0,115.099,11864446.727,12,15,2024
106400.7,106417.6,106326.6,106337.6,110.723,3897.0,48.848,5194971.4871,12,17,2024
101702.8,101754.8,101692.0,101729.9,146.711,3669.0,87.486,8898862.5006,12,15,2024
102251.6,102264.9,102136.0,102136.0,203.504,5259.0,60.324,6164747.1013,12,14,2024
101758.0,101758.1,101557.8,101691.3,573.97,14122.0,218.79,22239765.2446,12,14,2024
102232.4,102232.4,102060.1,102072.5,520.721,10036.0,146.274,14937098.4025,12,15,2024
102758.4,102916.1,102750.6,102882.4,220.024,7743.0,149.191,15344440.2509,12,15,2024
102100.0,102100.0,101977.6,101977.6,260.901,6512.0,78.274,7989745.2145,12,15,2024
102283.6,102283.7,102200.0,102226.6,240.456,7399.0,67.858,6937541.2155,12,15,2024
102120.0,102194.5,102017.7,102074.9,448.864,10925.0,173.11,17672731.9465,12,14,2024
106080.3,106100.0,105976.3,106000.3,294.526,11114.0,132.571,14057670.442,12,17,2024
101765.6,101958.0,101744.0,101843.0,403.22,8951.0,278.327,28358060.2789,12,14,2024
101060.8,101196.2,101021.2,101196.1,234.763,4849.0,133.034,13449593.5432,12,14,2024
106548.1,106613.6,106526.6,106570.4,144.731,5116.0,83.67,8915883.2408,12,17,2024
105969.9,106008.9,105890.4,105971.0,643.77,11066.0,412.849,43747565.023,12,16,2024
105879.3,106085.5,105871.9,106085.5,378.185,12022.0,262.675,27841901.3226,12,17,2024
102688.2,102859.6,102615.0,102782.1,553.058,13293.0,311.565,32012979.2716,12,15,2024
103183.0,103237.4,103163.0,103163.0,108.964,3385.0,63.24,6526230.2409,12,15,2024
102831.7,102831.7,102592.4,102592.5,729.621,14148.0,270.422,27767796.4068,12,15,2024
101995.8,102034.7,101945.4,101994.5,119.269,4836.0,55.217,5631891.2174,12,14,2024
101416.1,101468.9,101292.8,101332.3,321.616,10178.0,111.971,11351872.4908,12,13,2024
101775.1,101846.4,101775.0,101840.9,223.822,5080.0,155.223,15804921.0447,12,15,2024
102890.0,102965.5,102861.1,102930.0,189.207,5550.0,134.787,13871950.5601,12,15,2024
101233.0,101327.1,101180.0,101327.0,272.708,5443.0,203.212,20579016.1844,12,13,2024
101186.0,101250.4,101185.9,101233.0,265.739,6013.0,175.477,17763280.5335,12,13,2024
101153.9,101153.9,101011.8,101011.8,137.144,3229.0,35.474,3585601.7092,12,14,2024
101774.1,101774.1,101662.6,101662.6,288.754,4852.0,50.667,5152744.0366,12,14,2024
102696.0,102850.0,102657.7,102825.7,476.397,11765.0,298.489,30683252.3415,12,15,2024
106211.6,106347.1,106155.8,106336.7,682.446,14229.0,378.635,40227185.2106,12,16,2024
103108.8,103176.7,103088.5,103088.5,144.851,4413.0,79.958,8246540.3029,12,15,2024
104602.5,104624.9,104512.6,104512.7,301.739,8575.0,125.57,13128567.2866,12,16,2024
102172.6,102196.2,102155.4,102155.5,122.339,3414.0,53.875,5504531.4834,12,14,2024
